speed_kmh,ambient_temp_c,soc_percent,road_slope_pct,hvac_power_kw,consumption_wh_per_km,remaining_range_km
102.2,22.4,93.8,3.22,0.0,315.0,63.0
31.8,3.4,62.8,1.63,2.3,252.3,42.8
101.7,15.5,85.6,3.21,0.0,313.7,59.3
101.7,11.4,26.5,-0.45,0.56,264.4,20.1
85.7,19.9,91.2,-1.22,0.0,214.1,91.6
43.0,32.2,55.6,0.23,2.12,219.5,54.3
109.6,23.0,16.0,-0.66,0.0,273.8,13.1
92.9,-0.3,22.7,1.33,2.97,298.7,12.9
47.6,-8.6,37.8,1.94,4.5,295.7,17.4
92.6,1.8,13.9,2.1,3.14,311.5,7.4
38.7,16.8,37.8,1.02,0.0,177.4,48.2
27.3,-7.7,15.4,0.49,4.5,323.9,6.4
48.8,12.3,31.2,1.59,0.0,197.3,32.2
89.9,16.9,33.9,-3.93,0.0,181.7,40.9
83.5,5.0,99.5,0.42,2.23,261.1,73.1
37.5,24.7,31.2,0.1,0.3,170.5,39.1
102.6,-5.2,31.5,0.43,4.5,318.0,14.9
37.4,-6.6,71.8,-0.18,4.5,278.5,36.5
62.9,22.8,87.3,0.86,0.0,205.8,91.6
47.1,12.3,44.8,-1.15,0.0,154.3,57.9
103.5,21.0,88.8,2.26,0.0,303.7,61.5
88.4,9.6,40.6,0.95,0.73,260.0,31.6
89.2,1.1,27.7,0.3,3.13,278.8,16.7
90.4,26.9,39.7,-1.4,0.72,228.6,38.3
38.4,26.0,64.8,1.63,0.37,195.9,70.8
48.4,21.3,43.0,0.41,0.0,179.2,49.5
30.8,2.2,70.6,-1.51,2.95,227.7,55.8
29.1,16.6,31.3,-0.11,0.0,151.5,42.7
28.5,6.2,73.1,1.26,1.92,239.0,56.1
100.7,-5.9,41.3,1.1,4.5,324.6,18.7
48.4,31.3,51.0,0.97,2.01,229.1,49.0
82.2,-3.8,60.2,0.19,4.5,283.1,32.3
29.3,32.8,71.8,2.05,2.07,254.9,58.0
49.5,10.1,31.5,2.48,1.19,235.6,26.7
94.5,-1.7,85.2,1.47,3.5,309.2,44.2
44.6,14.4,75.0,-1.17,0.0,150.8,104.4
94.5,29.3,31.1,-2.12,1.62,235.5,28.5
87.0,23.0,97.7,-1.09,0.0,218.5,92.7
36.9,26.3,69.8,3.91,0.94,244.3,58.3
74.1,19.6,50.7,0.56,0.0,219.4,52.9
50.8,21.2,24.2,4.25,0.0,239.8,21.7
23.5,28.2,58.0,-0.24,1.04,189.7,66.1
88.2,1.2,24.8,-0.52,3.23,266.2,15.5
50.2,12.0,48.7,-0.15,0.0,173.0,59.3
86.4,-0.0,46.8,-0.18,3.42,270.5,28.3
109.2,34.4,74.8,-1.55,2.46,282.1,51.1
111.2,32.5,27.3,-2.3,2.01,271.2,21.0
45.4,-8.2,84.0,1.0,4.5,283.6,41.1
40.2,21.8,39.4,2.11,0.0,195.2,43.1
91.0,31.6,50.0,4.89,1.81,336.0,31.5
63.2,-1.9,79.5,-0.87,4.02,243.9,51.3
35.9,15.6,66.3,-0.71,0.0,148.7,93.7
21.4,31.2,37.7,-1.54,2.02,218.9,36.5
51.9,-8.5,44.8,2.25,4.5,297.9,19.9
62.2,21.4,37.5,1.63,0.0,216.3,35.1
98.2,3.4,63.5,-1.75,2.91,261.4,43.3
94.8,31.6,39.9,-1.8,2.42,249.2,34.3
40.5,33.7,75.3,1.91,2.5,254.2,64.2
28.6,32.5,62.2,0.77,2.09,237.5,55.2
49.7,11.3,23.1,1.52,0.83,214.2,21.1
75.0,28.8,37.9,-1.77,1.61,207.6,37.0
38.4,28.0,29.9,-3.76,1.54,145.6,43.0
108.2,4.4,45.1,-1.75,2.16,274.2,30.1
43.5,27.3,56.4,1.38,0.78,205.9,61.5
96.8,-8.3,55.6,4.22,4.5,350.0,22.2
44.1,16.8,77.9,-0.86,0.0,155.1,104.1
87.5,0.4,27.0,4.55,3.31,341.9,12.9
30.2,-4.6,95.2,1.66,4.5,328.2,42.9
97.1,-6.5,40.9,-2.79,4.5,260.1,22.6
41.4,21.3,37.0,0.43,0.0,171.4,48.0
84.6,5.3,71.7,1.73,2.39,284.5,47.9
87.2,22.6,82.5,-4.85,0.0,162.4,108.7
47.7,-7.1,44.1,1.29,4.5,285.8,22.3
97.4,4.2,77.2,2.35,2.55,317.7,42.7
101.1,14.3,89.5,0.8,0.0,276.3,65.4
64.1,25.6,79.0,-0.12,0.96,207.9,86.1
40.3,4.3,13.1,-0.35,2.81,228.2,9.6
46.2,18.2,84.5,-0.46,0.0,163.4,105.0
86.3,29.9,79.7,-2.35,1.73,218.3,82.7
98.5,17.7,70.2,-1.38,0.0,238.0,63.5
39.6,0.5,78.4,-0.83,3.27,233.1,54.7
44.2,-8.9,98.1,0.23,4.5,273.2,50.6
120.0,29.2,48.8,-1.11,1.67,306.4,35.0
100.7,-9.0,16.1,-1.74,4.5,282.0,7.5
44.9,29.4,51.5,1.52,1.63,228.0,47.8
98.5,13.8,14.2,0.74,0.0,269.7,11.4
30.7,32.3,36.5,-1.08,2.01,203.7,37.1
35.4,25.9,62.8,1.01,1.2,207.8,65.6
89.2,34.9,37.9,-0.91,2.5,253.7,32.6
54.6,5.8,71.7,0.13,1.82,216.3,57.0
28.0,24.5,84.0,1.95,0.42,196.5,90.9
37.7,8.1,47.8,-1.21,1.38,179.5,51.8
110.5,11.6,91.0,-2.34,0.5,255.3,68.8
95.4,18.2,17.2,-0.29,0.0,247.6,14.7
47.5,29.3,85.6,-2.73,1.56,164.0,115.8
40.3,34.3,84.6,-0.55,2.5,217.4,80.1
45.1,24.6,39.0,-0.56,0.53,172.5,46.4
95.8,8.8,36.9,-4.93,1.7,196.6,37.8
50.0,9.0,37.5,1.06,1.01,211.1,35.2
93.3,23.2,83.0,-0.37,0.0,242.0,73.6
37.6,0.7,84.8,2.36,3.55,290.8,49.2
45.6,-5.0,39.7,0.43,4.5,274.8,22.4
48.4,6.0,63.3,1.47,2.02,236.8,50.1
59.9,2.9,22.5,2.38,3.21,277.8,14.5
92.5,3.3,52.2,-0.26,1.99,263.4,34.4
59.8,0.5,99.9,-0.0,3.31,243.7,65.0
34.1,-8.1,24.3,-3.15,4.5,242.4,14.3
57.9,-9.2,95.3,2.48,4.5,300.5,44.9
51.8,34.4,84.2,-0.29,2.5,221.2,79.5
31.0,9.2,97.5,-2.01,0.83,151.4,129.9
45.7,7.3,26.2,1.48,1.68,228.7,21.5
41.4,20.6,29.2,-4.36,0.0,99.5,63.0
91.8,-0.2,11.5,-0.86,3.33,267.9,7.5
39.3,32.7,75.2,1.82,2.17,245.1,64.5
38.3,25.4,68.0,-0.88,0.55,162.8,88.8
89.3,-6.0,26.0,-1.44,4.5,268.3,13.5
40.8,8.8,81.2,-0.83,1.24,182.1,88.7
51.9,29.6,36.9,-4.02,1.35,143.1,54.3
39.3,32.5,22.1,1.43,1.82,230.5,20.5
62.0,11.0,48.0,-0.25,0.64,198.3,48.5
96.1,17.6,18.2,-0.54,0.0,245.3,15.7
34.6,-2.5,33.7,-0.54,4.02,266.2,20.0
85.6,34.6,43.4,0.03,2.5,261.8,34.8
36.7,0.4,86.7,1.31,3.36,271.4,55.5
61.2,32.4,81.3,-0.1,2.04,222.1,81.3
83.3,19.2,49.8,-2.72,0.0,186.9,58.5
40.1,17.3,75.2,1.15,0.0,180.8,92.8
80.9,13.1,61.2,1.0,0.0,238.3,55.0
41.8,0.4,40.7,0.41,3.28,250.0,27.7
101.2,-2.1,75.3,2.15,3.76,333.9,37.7
56.0,-0.1,71.5,0.06,3.82,252.0,45.4
91.1,-1.6,65.7,2.22,3.72,317.2,32.8
33.8,25.1,65.6,2.81,0.3,208.4,66.0
96.1,5.8,71.5,1.16,1.95,291.1,45.1
51.2,-7.4,44.6,-1.5,4.5,242.0,26.9
92.9,33.6,88.2,-0.26,2.4,268.7,67.0
48.0,29.8,24.6,2.48,1.63,243.6,22.0
103.1,31.7,89.5,-3.0,1.58,239.1,78.4
40.1,34.8,40.8,-0.78,2.39,211.3,40.1
28.1,-2.2,21.3,-0.69,4.14,289.3,11.8
39.6,7.8,64.0,-1.73,1.27,169.2,76.2
53.8,24.1,43.8,1.75,0.3,211.6,43.6
45.7,21.3,83.4,0.75,0.0,181.0,98.8
114.0,-3.1,48.8,-1.42,4.5,312.4,23.7
89.8,26.7,70.2,1.21,0.79,267.4,55.2
26.4,0.1,37.7,-0.32,3.64,284.0,21.5
82.6,0.1,28.9,-1.78,3.54,242.4,20.0
43.8,14.2,44.9,-1.43,0.0,146.2,66.1
39.4,16.7,64.6,0.87,0.0,175.9,80.6
94.4,16.1,69.1,1.88,0.0,278.0,52.3
104.2,-5.9,62.0,-0.97,4.5,299.9,31.0
99.5,29.5,98.9,1.09,1.74,294.6,72.4
39.7,2.0,72.2,3.16,2.89,283.4,44.0
93.7,-4.2,93.8,-2.52,4.48,258.4,53.5
44.3,30.0,20.6,0.71,1.57,214.2,20.8
61.3,33.0,15.5,1.66,2.12,249.9,13.2
29.6,28.8,38.0,-0.19,1.58,204.3,40.1
105.3,26.4,22.3,2.48,0.98,320.2,15.1
76.7,19.5,57.3,4.4,0.0,281.6,44.7
111.2,14.8,56.7,0.69,0.0,297.8,39.5
36.8,-6.1,61.8,-0.47,4.5,275.5,32.7
54.9,8.4,77.1,1.95,1.39,236.1,64.2
45.5,6.8,97.4,1.68,2.07,240.4,75.8
33.8,1.7,89.0,-5.04,3.34,180.5,87.3
41.9,22.6,20.7,-0.01,0.0,165.3,26.9
100.0,12.3,40.5,-0.79,0.0,250.1,31.4
47.9,-6.4,33.0,0.79,4.5,278.3,17.8
27.8,-0.1,25.9,-0.39,3.84,284.4,15.1
41.6,20.7,59.0,-0.17,0.0,162.6,73.9
46.7,-6.6,59.8,-1.73,4.5,241.4,35.8
42.4,28.3,30.5,1.47,0.91,209.6,30.1
91.2,12.3,74.1,3.31,0.0,292.8,53.3
103.5,11.6,76.0,-1.7,0.5,249.0,62.2
100.4,16.7,11.9,-2.79,0.0,220.8,11.3
44.6,27.1,45.6,0.04,0.9,189.2,53.1
45.5,5.7,90.1,-0.06,2.29,219.1,77.1
46.8,20.5,56.8,2.34,0.0,206.2,58.8
87.2,15.5,41.3,-2.46,0.0,198.5,43.1
96.2,2.0,32.8,-1.08,2.32,261.7,21.2
24.2,29.5,31.9,-4.3,1.57,150.0,44.5
57.3,25.9,19.0,2.75,0.59,236.3,17.7
41.3,19.6,83.6,0.5,0.0,172.3,99.0
87.2,28.3,17.8,-0.93,1.66,240.3,15.9
85.4,29.0,36.3,-2.64,1.43,208.8,37.1
97.9,21.9,14.1,-2.46,0.0,220.3,14.2
28.5,27.7,80.3,0.83,0.98,199.6,87.1
41.1,21.4,13.5,-2.21,0.0,131.4,22.5
38.0,20.6,37.7,0.21,0.0,164.5,48.6
21.1,17.8,61.6,4.09,0.0,208.7,61.1
33.7,23.9,46.9,-0.7,0.0,146.8,68.0
110.1,-2.9,35.4,-1.92,3.84,290.9,19.6
87.7,29.6,34.8,0.76,1.3,262.6,29.1
24.2,29.2,81.8,-2.45,1.63,180.1,96.4
85.0,-8.7,97.7,3.44,4.5,335.4,39.3
40.8,27.2,41.3,2.81,0.9,228.5,37.7
42.5,-4.2,13.5,-0.33,4.25,261.2,7.9
46.8,5.1,13.3,-1.79,2.84,204.9,11.9
32.5,23.5,78.3,-0.85,0.0,143.4,122.6
47.5,-2.8,59.7,-0.59,4.37,255.1,37.1
37.6,26.8,80.5,0.77,1.04,200.1,88.1
31.2,27.4,72.8,2.08,0.86,213.7,71.5
85.6,12.8,91.7,-2.07,0.0,201.0,95.0
59.9,-9.7,89.7,2.02,4.5,293.9,41.5
50.7,2.9,80.9,1.24,2.76,248.9,57.0
53.1,17.8,52.8,-1.02,0.0,163.7,69.2
92.9,34.2,37.7,-2.17,2.44,240.5,33.2
22.8,18.4,55.6,0.23,0.0,152.0,79.8
97.7,1.7,55.2,-2.12,2.78,253.5,38.8
66.7,18.5,64.9,2.05,0.0,229.4,56.7
60.5,14.3,26.7,-2.25,0.0,155.6,37.8
90.7,25.1,69.0,1.1,0.49,264.0,53.3
28.1,-5.2,51.1,-0.16,4.5,309.9,24.9
29.2,24.2,65.8,-1.12,0.39,149.7,101.2
21.8,14.4,31.6,-0.21,0.0,144.8,46.4
87.8,33.3,49.1,2.16,2.11,292.9,35.6
61.3,5.4,28.9,-2.38,2.23,191.1,27.6
40.3,18.5,88.8,-0.82,0.0,151.4,128.6
88.8,31.9,53.9,-1.5,2.19,240.6,48.2
58.5,-5.4,30.2,-0.08,4.5,262.2,16.9
89.9,32.2,13.7,-1.37,1.94,241.6,12.0
108.7,21.0,70.8,-3.54,0.0,228.6,64.4
65.9,-6.9,29.3,-2.11,4.5,234.2,18.0
40.4,3.5,99.1,3.28,2.83,283.0,61.6
35.1,21.9,58.0,0.49,0.0,165.9,75.5
94.8,-7.0,36.0,0.42,4.5,304.6,16.7
92.3,16.2,69.2,-0.57,0.0,237.0,62.4
80.1,5.6,34.8,-0.1,1.56,239.7,26.8
91.0,17.9,83.8,-0.86,0.0,230.0,78.6
94.0,-7.9,37.7,1.05,4.5,312.7,17.2
43.9,29.2,98.9,0.2,1.42,202.9,104.3
26.8,33.8,64.5,-2.34,2.34,203.5,65.2
104.2,33.6,86.0,0.51,2.5,302.8,60.1
43.3,23.7,16.6,-4.92,0.0,93.2,38.0
36.0,-4.1,41.3,0.83,4.47,296.0,22.1
73.4,24.1,76.4,-2.82,0.6,175.8,96.6
54.3,-8.9,69.0,-0.19,4.5,260.6,35.0
105.0,-9.0,27.5,-2.39,4.5,280.2,13.7
90.8,4.6,42.1,0.01,2.3,267.8,29.2
30.1,12.0,33.7,1.16,0.64,192.6,34.5
117.8,24.7,65.2,3.01,0.69,350.0,40.7
51.1,20.7,41.0,-3.08,0.0,130.2,69.6
47.4,10.1,37.8,1.95,0.5,211.6,34.6
60.4,2.3,28.7,0.26,3.23,246.6,20.1
47.0,34.9,46.8,-0.9,2.26,205.9,48.0
64.2,9.2,27.6,1.52,1.98,248.4,22.2
48.5,10.3,96.6,-0.47,0.5,176.3,106.3
54.7,-2.6,23.9,1.44,4.07,277.1,14.1
38.1,25.8,92.2,-1.98,0.62,148.0,125.8
69.5,21.2,48.6,-1.27,0.0,184.3,58.9
98.9,-0.1,44.0,1.89,3.48,322.9,23.1
61.4,-6.3,30.8,2.97,4.5,308.5,14.3
50.8,20.6,67.2,-0.07,0.0,174.9,84.8
41.0,19.5,71.7,-5.57,0.0,90.0,165.9
58.5,2.3,52.1,-0.4,3.56,241.3,37.7
68.2,32.8,15.0,0.06,2.4,237.3,13.5
92.1,-3.2,92.7,-0.47,4.42,286.0,51.0
50.2,9.5,98.2,0.67,1.78,220.8,85.5
42.2,32.5,48.8,-0.95,1.86,195.5,52.2
49.3,8.9,65.2,1.68,1.33,226.2,56.5
92.4,18.7,50.5,-2.33,0.0,210.8,50.4
48.9,7.9,39.0,2.47,1.66,244.7,30.8
81.4,2.3,17.0,3.1,3.01,307.6,9.4
97.9,34.3,51.0,-1.83,2.47,255.1,43.4
53.9,8.4,83.7,-1.83,1.76,185.4,91.6
101.9,30.2,11.5,0.82,1.43,292.5,8.4
102.2,0.3,62.4,-2.37,3.29,263.4,40.8
108.6,-0.4,89.3,-0.99,3.85,302.0,48.5
45.3,-8.6,29.6,2.21,4.5,301.7,13.2
23.7,19.3,26.5,1.48,0.0,171.3,32.8
100.6,6.6,79.5,3.96,1.77,340.3,44.0
99.4,28.9,33.0,0.34,1.19,277.7,24.2
86.3,11.3,27.3,-1.22,0.5,221.0,25.5
71.1,33.6,44.0,0.1,2.5,242.6,38.4
98.5,-1.7,45.3,-0.3,3.94,294.0,25.6
93.5,29.1,88.7,-0.27,1.56,260.5,74.5
39.9,24.9,65.7,-0.05,0.79,182.3,77.7
45.0,24.7,46.5,-1.86,0.7,156.4,63.3
94.6,28.0,58.1,0.56,1.18,271.1,48.2
81.8,24.2,95.9,-2.82,0.31,186.4,117.7
75.7,18.2,20.2,-1.43,0.0,192.3,22.3
39.0,-4.1,28.7,-0.24,4.43,272.3,16.7
118.9,-8.5,96.6,-4.52,4.5,276.6,47.6
102.2,31.4,96.2,1.54,1.81,307.6,65.6
47.0,17.7,25.9,-4.11,0.0,109.7,50.3
49.9,25.8,23.1,1.34,0.73,209.6,24.1
44.8,11.7,47.9,-2.59,0.5,141.1,67.1
53.9,-4.7,14.5,-0.81,4.16,245.1,9.4
48.9,-4.4,68.9,1.04,4.18,274.8,39.4
38.5,20.9,17.0,4.4,0.0,227.8,16.3
36.4,9.4,15.2,0.23,1.46,203.3,14.6
114.4,-1.0,53.7,-3.97,3.45,266.0,33.8
102.4,12.1,96.2,1.91,0.0,295.9,61.0
107.5,-7.1,48.4,-0.46,4.5,313.6,22.5
56.3,16.2,42.1,0.14,0.0,185.4,49.0
35.5,2.1,99.8,1.12,2.89,256.9,63.6
91.9,25.9,57.9,-4.45,1.13,190.2,66.2
50.1,4.0,43.8,0.01,2.76,230.3,34.7
111.4,10.5,44.7,-0.82,0.81,282.9,29.9
84.6,-9.5,27.5,2.44,4.5,320.0,11.3
41.2,-6.7,56.1,1.45,4.5,295.7,29.2
99.4,7.7,49.5,-3.25,1.49,226.7,41.5
30.0,11.6,34.4,2.53,0.5,208.5,34.6
45.3,17.0,24.4,0.9,0.0,182.8,29.7
115.9,3.1,38.0,-3.09,3.66,284.0,23.9
28.8,21.3,55.8,0.11,0.0,154.7,79.9
109.6,28.7,15.2,2.07,1.07,324.6,9.5
49.6,25.1,23.8,-2.43,0.51,148.3,34.3
28.2,-8.2,95.3,2.76,4.5,350.0,34.6
79.1,11.6,58.9,-3.03,0.58,181.9,62.6
86.3,-5.3,15.7,-1.58,4.5,261.9,8.8
57.1,0.9,72.4,-1.89,3.28,213.5,56.3
35.6,34.4,15.6,2.75,2.3,264.8,12.4
78.9,-3.6,76.5,-0.98,3.88,254.0,46.7
36.5,12.4,77.5,-2.33,0.0,125.0,128.7
96.9,17.8,68.6,0.89,0.0,268.6,55.2
110.9,21.6,75.9,1.32,0.0,306.7,53.7
93.1,15.2,17.9,1.34,0.0,267.3,14.0
88.9,-9.6,75.4,-0.54,4.5,281.1,35.6
39.9,4.7,22.3,0.51,2.04,222.0,18.2
99.7,13.3,40.6,-1.3,0.0,241.7,35.1
99.4,-6.0,94.8,3.35,4.5,350.0,38.6
46.7,5.8,55.3,2.29,1.62,239.9,44.1
75.4,-8.5,97.1,2.17,4.5,305.5,45.2
61.3,-6.5,18.0,1.59,4.45,287.0,8.9
30.7,7.9,53.0,1.04,0.89,199.1,50.8
20.3,-4.0,15.6,-2.49,4.26,319.2,8.0
91.8,15.5,66.7,1.27,0.0,263.4,54.7
46.2,21.0,17.1,0.23,0.0,173.7,21.4
83.7,26.0,25.8,2.53,1.02,278.5,19.5
92.7,-1.0,33.3,1.61,3.54,308.8,17.5
60.4,-2.5,77.4,1.1,4.5,280.2,45.8
59.0,-5.3,24.8,-3.37,4.5,212.9,17.5
96.0,18.6,86.2,-0.18,0.0,250.6,73.8
36.5,21.8,21.9,-1.12,0.0,143.1,32.9
81.0,-8.6,13.2,0.5,4.5,286.5,6.9
36.3,32.1,45.6,-0.83,2.4,213.2,45.5
36.1,-7.7,98.1,-0.55,4.5,275.8,49.2
96.7,14.4,19.9,0.92,0.0,268.4,15.5
28.5,21.9,19.2,-0.86,0.0,139.8,30.1
21.5,29.2,77.6,0.24,1.5,221.0,72.3
54.6,22.1,38.1,-3.04,0.0,135.5,61.3
19.9,26.1,74.6,-1.66,0.89,166.6,94.1
45.0,5.3,28.0,1.31,2.36,241.1,20.1
100.9,26.7,51.4,-2.46,0.95,236.5,45.4
24.6,-6.4,33.9,2.49,4.5,350.0,14.1
30.9,30.3,50.6,1.95,1.74,240.3,47.1
106.6,14.6,79.2,-0.54,0.0,268.8,64.8
48.4,26.8,78.6,6.0,1.11,285.9,58.6
34.6,10.4,56.4,2.49,0.67,214.8,54.1
91.1,19.0,93.6,-1.9,0.0,214.5,92.8
95.3,13.7,33.7,1.49,0.0,274.2,24.8
91.4,22.9,31.6,0.13,0.0,245.6,27.7
102.7,-6.3,65.2,-1.55,4.5,288.3,31.6
37.0,-7.3,65.9,-2.14,4.5,249.8,38.7
103.0,1.1,14.2,1.99,3.3,330.4,7.5
39.7,-2.8,64.7,-1.2,4.44,256.9,38.6
53.3,29.2,43.7,-0.2,1.53,204.9,46.1
23.6,-0.1,77.3,-1.84,3.6,273.7,47.1
24.1,33.9,82.7,-1.5,2.48,230.1,77.8
44.2,5.2,59.7,-0.25,2.82,228.0,46.2
113.0,-1.8,10.2,0.78,4.0,339.0,4.9
34.5,25.5,67.3,-5.18,0.86,105.3,131.9
20.8,19.6,77.4,0.03,0.0,147.7,115.3
42.2,12.4,32.4,-1.49,0.0,143.4,48.2
41.4,15.0,51.8,2.8,0.0,207.0,52.7
93.0,22.4,96.9,5.89,0.0,335.2,64.4
42.8,0.3,36.8,-0.72,3.73,242.7,24.2
40.4,34.8,30.1,-3.44,2.21,166.9,39.1
56.1,33.9,29.0,0.23,2.37,228.9,27.8
102.3,19.3,60.3,-0.41,0.0,260.7,50.2
48.4,-1.0,95.5,3.94,3.66,307.7,50.4
21.9,20.6,64.8,3.33,0.0,197.9,71.0
31.9,-6.8,37.3,1.73,4.5,322.5,16.5
27.4,-8.6,67.5,-1.17,4.5,298.2,33.9
51.4,1.6,66.2,1.36,3.07,256.9,43.5
93.2,10.8,63.7,0.53,1.05,266.5,50.1
77.5,29.1,24.3,0.48,1.48,243.4,21.0
93.2,22.7,67.1,-3.12,0.0,200.6,75.4
38.4,23.4,48.7,2.12,0.0,193.6,57.4
32.8,9.1,11.7,0.22,1.32,199.8,11.6
46.6,5.6,58.6,-0.2,1.87,207.9,52.4
92.4,6.7,99.0,-1.2,2.15,250.9,72.2
99.9,34.4,41.5,-1.59,2.5,262.8,32.1
102.9,-8.2,96.9,0.63,4.5,321.6,42.6
32.3,29.0,18.7,-3.5,1.37,145.8,28.7
62.1,16.0,75.9,1.58,0.0,215.4,74.5
36.8,9.7,20.3,-2.11,1.25,162.6,26.3
103.5,22.6,34.6,-4.12,0.0,207.9,35.2
113.7,11.9,61.4,3.64,0.91,350.0,36.2
91.8,29.3,63.4,-1.72,1.49,235.0,58.4
32.0,30.5,79.8,-1.44,1.56,182.9,93.3
28.8,9.0,65.4,2.27,1.14,226.6,53.0
105.2,2.5,63.4,3.71,3.23,350.0,31.0
96.3,16.7,92.1,-3.07,0.0,207.8,95.9
18.9,31.1,50.7,-1.91,1.46,194.5,55.6
59.9,-0.5,30.3,-1.77,3.75,224.6,22.7
49.3,18.0,24.6,1.87,0.0,202.2,26.7
32.8,18.4,46.0,3.28,0.0,205.6,47.8
30.8,23.0,74.1,-2.16,0.0,122.2,126.7
91.2,-4.1,13.8,2.83,4.5,335.0,6.6
39.0,22.2,21.6,-1.42,0.0,141.1,31.6
18.9,30.9,19.6,0.67,1.98,260.9,15.8
63.4,-1.9,62.7,-2.54,3.73,214.3,45.7
86.6,0.7,31.9,-0.24,3.39,269.6,20.4
93.2,33.7,25.0,-0.22,2.12,266.7,20.5
57.3,-1.9,63.3,-0.63,3.54,237.1,42.7
81.2,28.4,78.5,0.77,1.26,250.8,67.8
74.1,12.2,39.9,-2.01,0.0,180.8,46.0
34.2,1.1,62.0,-1.77,3.73,240.3,46.3
19.6,29.2,18.8,0.88,1.29,225.3,17.0
101.1,10.0,94.2,2.68,0.5,309.4,61.9
84.2,13.2,40.3,-0.05,0.0,228.8,37.3
102.4,6.2,99.8,1.01,1.85,300.3,61.3
97.8,16.7,98.1,1.52,0.0,279.7,76.1
79.2,-2.6,80.1,1.66,3.88,294.0,44.0
43.3,7.6,11.8,-1.91,1.8,180.0,12.8
31.9,33.6,58.9,-1.55,2.5,210.7,62.9
50.4,1.6,17.8,-1.38,3.67,227.7,13.5
44.4,19.6,90.6,3.86,0.0,226.1,86.2
74.8,4.6,81.1,1.02,2.54,261.5,56.0
100.9,24.8,97.5,0.93,0.55,283.2,75.2
97.6,-4.1,64.8,0.73,4.5,313.8,31.6
42.2,33.6,57.0,-2.64,2.27,179.9,66.9
107.8,10.4,56.7,3.88,0.5,342.3,33.2
33.9,0.6,44.8,0.96,2.95,258.9,29.1
46.0,-6.7,52.2,1.45,4.5,289.6,25.7
86.5,-2.4,67.2,-3.53,4.13,228.6,47.3
92.2,13.4,94.0,1.56,0.0,268.7,72.7
95.7,5.2,63.6,-0.71,1.9,261.7,45.4
30.1,27.3,87.1,-2.65,1.21,154.6,121.6
32.9,9.4,87.7,-1.91,0.93,156.0,109.3
33.5,1.2,56.7,-2.53,3.39,220.3,45.9
43.6,17.8,41.3,-2.56,0.0,128.9,68.7
119.1,21.8,67.6,0.12,0.0,308.8,47.9
96.4,-2.5,50.1,-0.77,3.75,281.4,27.7
87.4,-2.5,17.3,0.67,3.77,288.9,8.9
48.4,-8.3,44.0,3.35,4.5,316.3,19.1
80.5,23.1,99.5,-0.26,0.0,218.7,91.5
53.9,19.9,14.4,-4.49,0.0,112.8,27.2
88.0,11.4,72.7,-0.48,0.57,236.1,65.3
52.0,28.0,85.7,2.39,1.63,244.7,73.3
46.5,26.3,68.4,-0.17,0.93,188.2,73.2
44.6,16.3,61.3,3.06,0.0,214.4,64.2
95.1,29.1,73.7,0.91,1.34,279.1,56.0
65.1,-0.7,48.6,-3.68,3.99,202.4,39.5
30.6,-5.0,18.2,0.22,4.47,304.0,9.2
91.3,2.1,96.6,0.59,2.75,282.5,60.3
41.0,-7.4,48.9,2.16,4.5,306.7,23.3
40.4,13.9,69.9,3.64,0.0,218.5,69.5
23.6,32.1,57.8,1.82,2.17,268.3,43.4
38.6,-8.2,14.9,0.88,4.5,291.8,6.9
100.9,-4.5,95.7,1.35,4.5,328.7,45.9
100.7,10.3,81.3,-0.34,1.05,268.9,59.1
28.8,32.0,23.4,-2.93,1.69,167.7,29.1
83.8,4.2,98.3,0.08,2.48,259.5,65.7
37.1,12.8,76.3,0.73,0.0,171.4,91.5
43.2,-8.1,52.5,-2.41,4.5,235.0,31.0
22.6,-3.3,65.0,2.65,4.25,350.0,28.1
24.7,34.4,19.6,2.01,2.49,280.9,14.2
46.3,33.4,60.4,-2.74,2.5,183.3,70.3
96.3,-9.8,16.6,2.73,4.5,341.7,6.4
68.8,32.8,59.0,-0.62,2.2,224.9,54.6
44.7,18.8,59.7,-1.56,0.0,145.3,82.6
87.9,29.1,88.7,2.16,1.43,285.2,70.7
98.3,10.5,75.3,-0.1,0.5,261.7,59.2
92.7,13.2,32.5,3.8,0.0,303.4,22.1
82.1,12.0,90.0,-1.71,0.77,209.3,85.9
52.5,20.0,61.6,-3.46,0.0,126.2,105.0
85.6,-3.7,64.6,-0.56,4.49,276.3,36.1
105.9,-8.7,25.2,1.58,4.5,341.2,9.9
93.5,3.9,87.2,-1.85,1.69,238.3,60.5
39.5,21.7,93.8,-2.66,0.0,122.9,161.4
42.4,-0.9,79.7,0.46,3.72,260.5,47.8
42.3,20.3,94.7,-2.93,0.0,121.9,167.8
30.8,33.6,37.2,0.61,2.33,239.6,33.0
42.9,-5.8,87.5,-0.68,4.5,261.2,48.1
99.9,20.3,54.0,0.99,0.0,276.5,41.3
47.3,10.0,24.8,-2.77,1.46,161.0,32.2
82.8,29.1,70.2,2.6,1.33,281.9,54.8
40.1,-2.0,71.6,-0.37,4.19,262.6,43.0
88.2,21.2,35.8,1.53,0.0,260.1,31.7
51.0,27.7,12.5,1.92,1.21,228.7,11.3
49.3,32.5,28.0,-2.31,2.26,185.2,31.3
88.0,20.7,46.0,1.76,0.0,263.4,37.4
107.0,12.4,25.1,-2.85,0.0,234.8,21.0
